name,price,shape
BRAN 60 CAP (MEPACO),18,CAPS-TABS
BRAVAMAX 200 MG 10 TAB,60,CAPS-TABS
BRESTTO 20 PIECES CHEW. TABS,56,CAPS-TABS
BREXIN 20MG 10 TAB.,21.75,CAPS-TABS
BRISTAFLAM 100 MG 20 F.C.TAB.,47,CAPS-TABS
BRONCHOPRO RETARD 75MG CAPS.,14,CAPS-TABS
BRONCHO-VAXOM ADULT 7MG 10 CAPS.,76,CAPS-TABS
BRUFEN 200MG 30TAB.,19.25,CAPS-TABS
BRUFEN 400MG 30 TAB.,29.25,CAPS-TABS
BRUFEN 600MG 30 TAB.,31.5,CAPS-TABS
BRUFEN COLD 10 TAB.,11,CAPS-TABS
BRUFEN RETARD 800MG 20 TAB.,50.5,CAPS-TABS
BUDELIZER 400MCG 60 ORAL INH. CAPS.,82,CAPS-TABS
BUSCOPAN 10MG 20 TAB.,23.5,CAPS-TABS
BUSCOPAN COMPOSITUM 20 TAB.,20,CAPS-TABS
BUSPAR 10MG 20 TAB.,36.25,CAPS-TABS
BUSPAR 15MG 10 TAB.,23.5,CAPS-TABS
BUTACID 10MG 20 TAB.,10,CAPS-TABS
C ZINC 30 CAPS,75,CAPS-TABS
CABERGAMOUN 0.5MG 2 TAB.,60,CAPS-TABS
CALCI- PLUS TAB,36,CAPS-TABS
CALCID  30 CAP,40.5,CAPS-TABS
CALCIDOL CALCIUM 30 TABS.,70,CAPS-TABS
CALCIMATE 500MG 12 CAPS.,7.5,CAPS-TABS
CALCIMAX 600MG 30 TAB,45,CAPS-TABS
CALCIMAX PLUS 30 TAB,57.5,CAPS-TABS
CALCITRON 30 CAP,58.5,CAPS-TABS
CALCIUM D3F TABLETS,21.75,CAPS-TABS
CALDIN-C 30 TAB,43.25,CAPS-TABS
CAL-MAG 30 TAB,54,CAPS-TABS
CAL-PREG D 30 TABS.,30.75,CAPS-TABS
CANDALKAN 16MG 14 TAB.,34.5,CAPS-TABS
CANDALKAN 8MG 14 TAB.,27,CAPS-TABS
CANDALKAN PLUS 16/12.5 MG 14 TAB.,47,CAPS-TABS
CANDALKAN PLUS 32/12.5 MG 14 TAB,66,CAPS-TABS
CAPOTEN 25MG 20 TAB.,18,CAPS-TABS
CAPOTEN 50MG 10 TAB,14.75,CAPS-TABS
CAPOTRIL 25MG 20 TAB.,8.4,CAPS-TABS
CAPOZIDE 50/25 MG  30 TAB.,50.25,CAPS-TABS
CARBIMAZOLE 50 TAB,20,CAPS-TABS
CARDURA 1MG 21 TAB.,36,CAPS-TABS
CARDURA 4MG 14 TAB.,44,CAPS-TABS
CARDURA XL4MG PROLONGED RELEASE TABS.,136,CAPS-TABS
CARE DIPINE 10MG 20 TAB.,45,CAPS-TABS
CAREDALUD S.R. 6MG 30 F.C. TAB.,28.5,CAPS-TABS
CARNITOL 500MG 30 CAPS.,54,CAPS-TABS
CARNITOL PLUS 1000/50MG 20 TAB,35,CAPS-TABS
CARNIVITA FORTE 30 TAB.,92.5,CAPS-TABS
CARVID 25MG TAB.,43.25,CAPS-TABS
CARVID 6.25MG 20 TAB.,24,CAPS-TABS
CATAFLAM 25MG 20 TAB.,21,CAPS-TABS
CATAFLAM 50MG 20 TAB,33,CAPS-TABS
CAVIGEN 15 CAP صغير,60,CAPS-TABS
CEFATHIRD 300MG HARD GELATIN CAPS.,45,CAPS-TABS
CELEBORG 100MG 10 CAPS.,19,CAPS-TABS
CELEBORG 200MG 20   CAPS,60,CAPS-TABS
CELEBREX 200MG 15 CAPS,113.5,CAPS-TABS
CEMICRESTO 10 MG 28 TABS.,51,CAPS-TABS
CEMI-FLOX 400MG F.C TAB.,29,CAPS-TABS
CEPOREX  500mg f.c.tab.,27,CAPS-TABS
CEPOREX 1 GM 8 F.C.TAB.,30.75,CAPS-TABS
CEREBROMAP 200MG 30 CAPS.,54,CAPS-TABS
CERVITAM 20 CAPS.,31.5,CAPS-TABS
CETAFEN 30 TAB.,21,CAPS-TABS
CETAFEN PLUS 30 TAB.,24.75,CAPS-TABS
CETAL 500MG 20 TAB,8,CAPS-TABS
CETAL COLD & FLU 20 CAP,15,CAPS-TABS
CETAL SINUS 20 CAP,12,CAPS-TABS
CEVAMOL EFF. TAB.,15,CAPS-TABS
CHITO 500  60 CAP,81,CAPS-TABS
CHITOCAL 60 CAP,134.5,CAPS-TABS
CHOLEROSE 10 MG 21 TAB.,54,CAPS-TABS
CHOLEROSE 20MG 21 TABS.,69,CAPS-TABS
CHOLEROSE 5 MG 14 TAB.,30,CAPS-TABS
CHOLEROSE PLUS 10/20 MG 14 TAB,82.5,CAPS-TABS
CHONDROGEN F.C.TAB.,36,CAPS-TABS
CHROMAX 60 CAP,79,CAPS-TABS
CHROMITRON 30 CAP,54,CAPS-TABS
CHROMIUM 20 CAP,16,CAPS-TABS
CIALIS 20MG 2 TAB,120.5,CAPS-TABS
CIDAMEX 250mg tab.,16,CAPS-TABS
CIDOCETINE 250MG 12 CAPS.,14,CAPS-TABS
CIDOLUT NOR 5MG 20 TAB.,18,CAPS-TABS
CIDOPHAGE  500MG 10TAB.,3.5,CAPS-TABS
CIDOPHAGE 1000MG 20 TAB.,11,CAPS-TABS
CIDOPHAGE RETARD 850MG 30 TAB,15,CAPS-TABS
CINNARIZINE 25MG 20 TAB,7.5,CAPS-TABS
CINNARIZINE 75MG 20 CAPS.,9.75,CAPS-TABS
CINOFLOKEEN 500MG 5 TAB,11.25,CAPS-TABS
CIPAZOLE FORTE 1G TAB.,13.5,CAPS-TABS
CIPRA PRO 10  TABS,45,CAPS-TABS
CIPRAMAX 40MG F.C.TAB.,50,CAPS-TABS
CIPRAPRO 10MG F.C. 20TAB.,90,CAPS-TABS
CIPRO 500MG 10 TAB.,21.5,CAPS-TABS
CIPROBAY 500MG 10 TAB.,69,CAPS-TABS
CIPROBAY 750MG 10 TAB.,91,CAPS-TABS
CIPROCIN 250MG 10 TAB.,32.5,CAPS-TABS
CIPROCIN 500MG 10 TAB.,48,CAPS-TABS
CIPROCIN 750MG 10 TAB.,52.5,CAPS-TABS
CIPRODIAZOLE 20 TAB,69,CAPS-TABS
CIPROFAR 500MG 10 TAB.,36,CAPS-TABS
CIPROFAR 750MG 10 TAB.,45,CAPS-TABS
CIPROFLOXACIN 250mg f.c.tab.USP 27,19.5,CAPS-TABS
CIPROFLOXACIN 500MG 10 F.C.TAB.U.S.P.27,30,CAPS-TABS
CIPROFLOXACIN 500MG F.C.TAB.,21.75,CAPS-TABS
CIPROFLOXACIN 750MG ORGANO .TAB,36,CAPS-TABS
CIPROMEGA 1GM XL 10 EXT TAB,63,CAPS-TABS
CIPROMEGA 500MG XL 10 TAB,32.5,CAPS-TABS
CIPROQUIN 500MG F.C. TAB.,27,CAPS-TABS
CIPROQUIN 750MG F.C.TAB.,45,CAPS-TABS
CITALO 20MG 14 TAB.,45,CAPS-TABS
CITALO 40 MG 30 TAB.,107.25,CAPS-TABS
CITAPRONEX 5MG 14 F.C.TAB.,36,CAPS-TABS
CLARIKAN  500MG 14 S.R.F.C.TAB.,80,CAPS-TABS
CLARINASE 14 TAB,55,CAPS-TABS
CLARITHRO 250MG F.C.TAB.,45,CAPS-TABS
CLARITHRO 500MG F.C.TAB.,60,CAPS-TABS
CLARITINE 10MG TAB.,43,CAPS-TABS
CLATEX 75 MG 30 F.C.TAB.,54,CAPS-TABS
CLAVIMOX 1 GM 16 TAB,61,CAPS-TABS
CLAVIMOX 625 MG 12 TABS.,37.5,CAPS-TABS
CLAVOSIGMA 875 MG /125 MG F.C.TABS.,36,CAPS-TABS
CLEAR AIR 10mg tablet,70,CAPS-TABS
CLEAR AIR 4MG CHEWABLE TAB.,42,CAPS-TABS
CLEAREST 14CAPS.,21,CAPS-TABS
CLIDIASPASM 5MG/2.5MG F.C. TABS.,12,CAPS-TABS
CLINDAM 300 MG  HARD GELATIN CAPS.,38,CAPS-TABS
CLOPEXAGREL 75MG F.C.TAB,66,CAPS-TABS
CLOPIDOGREL 75MG F.C.TAB.,32.4,CAPS-TABS
CLOSEAS 30 CAPS.,42.75,CAPS-TABS
CLOXIDE 30 CAPS,6.5,CAPS-TABS
CLOZAPEX 25MG 50 TAB.,32.25,CAPS-TABS
COBAL 500MCG 30 TAB.,38.25,CAPS-TABS
COBAL F 30 500/200 MCG 30 TAB.,40.5,CAPS-TABS
COD PRIMROSE 20 CAPS,50.5,CAPS-TABS
CODICLYPTOL 20 CAPS.,31.5,CAPS-TABS
CO-DILATROL 30 TAB.,42,CAPS-TABS
COENZYME Q10 30MG 20 CAP,21,CAPS-TABS
COGINTOL 20 TAB.,20,CAPS-TABS
COLCHICINE 500MCG 100 TAB,50,CAPS-TABS
COLD CONTROL 20 TAB,15,CAPS-TABS
COLD FREE 20 TAB.,19.5,CAPS-TABS
COLONA 30 TAB.,31.5,CAPS-TABS
COLOSALAZINE-EC 500MG ENTERIC COATED TAB,28.5,CAPS-TABS
COLOVATIL 30 F.C. TABS.,31.5,CAPS-TABS
COLOVERIN 135MG 30 TAB.,36,CAPS-TABS
COLOVERIN A 30 TAB.,40.5,CAPS-TABS
COLOVERIN D 30 TAB.,38.25,CAPS-TABS
COLOVERIN S.R. 200MG 30 CAPS.,45,CAPS-TABS
COMTREX ACUTE HEAD COLD 20 TAB.,30,CAPS-TABS
CONA-ADIONE 10MG 30 CHEWABLE TAB.,32.5,CAPS-TABS
CONCOR 10 MG 30TAB,56.25,CAPS-TABS
CONCOR 10 PLUS 30.TAB,63,CAPS-TABS
CONCOR 5 MG 30.TAB,40.5,CAPS-TABS
CONCOR 5 PLUS 30TAB,40.5,CAPS-TABS
CONCOR AMLO 5/5 MG 30 TAB,105,CAPS-TABS
CONCOR COR 2.5 MG  30.TAB,32.75,CAPS-TABS
CONGESTAL 20 TAB,19.5,CAPS-TABS
CONSTIPRIDE 2MG 28 TABS,185.75,CAPS-TABS
CONTA-FLU TAB.,8,CAPS-TABS
CONTRAHISTADIN 20 MG 20 TABS.,32,CAPS-TABS
CONTRAPLAN II 0.75 MG 2*2 CAPS.,19.5,CAPS-TABS
CONTROLOC 20 MG 14 TAB.,46,CAPS-TABS
CONTROLOC 40 MG 14 TAB.,90,CAPS-TABS
CONVAGRAN 100 MG 30 CAPS.,84,CAPS-TABS
CONVAGRAN 50 MG 30 CAP,66,CAPS-TABS
CONVENTIN 100 MG 30 CAPS.,27.75,CAPS-TABS
CONVENTIN 300 MG 30 CAPS.,60,CAPS-TABS
CONVENTIN 400 MG 30 CAPS.,81,CAPS-TABS
CONVIBAN 25MG 30 F.C. TABS,39,CAPS-TABS
CORASORE 150MG TAB.,16,CAPS-TABS
CORDARONE 200MG 30TAB.,40.5,CAPS-TABS
CORTILON 0.1MG 20 TAB.,8,CAPS-TABS
CO-TAREG 160/12.5MG 14  F.C.TAB.,84,CAPS-TABS
CO-TAREG 80/12.5MG F.C.TAB.,73.5,CAPS-TABS
COVAPRENDO 10/10MG 30 TAB,120,CAPS-TABS
COVERAM 10/10MG 15TAB.,114,CAPS-TABS
COVERAM 10/5MG 15TABS.,80,CAPS-TABS
COVERSYL PLUS 10/2.5 MG 15TAB,55,CAPS-TABS
CRANBERRY CAPS,15,CAPS-TABS
CRESTOLIP 10MG 30 TABS.,90,CAPS-TABS
CRESTOLIP 20MG 30 TAB,111,CAPS-TABS
CRESTOR 20MG 7 TAB.,76,CAPS-TABS
C-RETARD 500 MG 10 CAP,16,CAPS-TABS
C-RETARD+ZINC 20 CAP,46,CAPS-TABS
CRYPTONAZ 500MG 12 F.C. TABS,28.8,CAPS-TABS
CURAM 1GM 12 F.C. TAB.,76,CAPS-TABS
CURAM 625MG 12 F.C.TAB.,48.75,CAPS-TABS
CUREPRO 0.2MG 10 HARD GELATIN CAPS.,21.6,CAPS-TABS
CURISAFE 1GM 8 TAB.,22.5,CAPS-TABS
CURISAFE 500MG 8 CAPS.,15,CAPS-TABS
CYCLOFLEX 5MG 20 TABS,27,CAPS-TABS
CYCLO-PROGYNOVA 21 F.C. TAB.(BIPHASIC),25.25,CAPS-TABS
CYMBATEX 30 MG 30 CAPS.,166,CAPS-TABS
CYNCHOLINE CAPS.,6,CAPS-TABS
CYSTONE 60 TAB.,26.75,CAPS-TABS
D DEEP 10000IU 30  CAPS,110,CAPS-TABS
DAFLON 500MG 30 TAB.,64.5,CAPS-TABS
DAFREX F.C.TAB.,24.75,CAPS-TABS
DALACIN C 300MG CAPS.,52.5,CAPS-TABS
DANTRELAX 25MG 30CAPS,58.5,CAPS-TABS
DANTRELAX COMPOUND 30 CAP,63,CAPS-TABS
DAONIL 5MG 30 TAB.,11,CAPS-TABS
DAPAGLIF 10 MG  TABS,108.25,CAPS-TABS
DAPAVELDACTIN PLUS 5/1000 MG 28 TAB,110,CAPS-TABS
DAPOXTARD 60 MG 3 TABS,33.75,CAPS-TABS
DAVALINDI 1000 IU VIT D 3 100 TAB,40,CAPS-TABS
DEBACOLEV 750 MG 10 TABS.,38.25,CAPS-TABS
DECANCIT S.R 20 F.C.TAB,18,CAPS-TABS
DECLOPHEN 50MG 20 TAB,11.25,CAPS-TABS
DECLOPHEN PLUS 50/250MG 30 CAP,18,CAPS-TABS
DECLOPHEN S.R. 100MG 8 CAPS.,18,CAPS-TABS
DEKADEL CHRONO 500MG 30 TAB,52.5,CAPS-TABS
DELAREX 5MG 20 F.C.TAB.,20,CAPS-TABS
DELPANTO 20MG ENTERIC COATED TAB.,36,CAPS-TABS
DELTASONE 0.75MG 30 TAB,18,CAPS-TABS
DELTAVIT B12 1MG SUBLINGUAL TAB.,25,CAPS-TABS
DELZOSIN 500MG F.C. 3 TABS.,16.5,CAPS-TABS
DENSITIN  30CAP,47,CAPS-TABS
DEPAKINE CHRONO 500MG 30 TABS.,75,CAPS-TABS
DEPRAM 20MG 20 TAB.,64,CAPS-TABS
DEPRAM 40MG 10 TAB.,40,CAPS-TABS
DERILGY 60 MG 3 TABS.,90,CAPS-TABS
DESA 5MG 20 F.C.TAB.,30,CAPS-TABS
DETRONIN 5MG TAB.,8.5,CAPS-TABS
DEXAZONE 0.5MG 20 TAB,6,CAPS-TABS
DEXTRAFAST 25MG 20 TABS.,21,CAPS-TABS
DIABEN 5MG  20TAB.,4,CAPS-TABS
DIABENOR 3MG 30 TAB.,24,CAPS-TABS
DIABETONORM 45MG 15 TAB,24,CAPS-TABS
DIACEREIN 50MG  30CAP,92.5,CAPS-TABS
DIACURIMAP 25 MG 30 TABS.,150,CAPS-TABS
DIAMICRON 80MG 20 TAB.,16.5,CAPS-TABS
DIAMICRON MR 30MG 30 TAB.,29.25,CAPS-TABS
DIAMICRON MR 60MG 30 TAB.,50.25,CAPS-TABS
DIAMONRECTA 5 MG 30 TAB.,187.5,CAPS-TABS
DIAVANCE 2.5/500MG F.C.TAB.,20.25,CAPS-TABS
DIAVANCE 5/500MG F.C.TAB.,27,CAPS-TABS
DIAX 200MG 20 CAPS.,10.5,CAPS-TABS
DIBAVALLY PLUS 50/1000 MG 28 TABS,83,CAPS-TABS
DICETEL 100 MG 20 TAB,33,CAPS-TABS
DICLAC 150 ID 10 RETARD TAB.,36,CAPS-TABS
DICLAC 75MG ID 20 RETARD TAB.,47,CAPS-TABS
DICLONATRIUM SR 75MG 20 TABS.,28,CAPS-TABS
DICYNONE 500MG TAB.,42,CAPS-TABS
DIET SWEET 100TAB,13,CAPS-TABS
DIFLUCAN 150MG 1 CAPSULE,48.75,CAPS-TABS
DIGENORM 20 TAB.,18,CAPS-TABS
DIGEST EZE CAP,25.25,CAPS-TABS
DIGESTIN 20 TAB.,16,CAPS-TABS
DIGESTOZYME 20  TABS,18,CAPS-TABS
DIGLIFLOZ 10 MG 30 TAB,210,CAPS-TABS
DILATROL 6.25MG 30 TAB.,24.75,CAPS-TABS
DIMRA 20 F.C.TAB.,34.5,CAPS-TABS
DINITRA 10MG TAB.,5.25,CAPS-TABS
DINITRA 5MG 30 SUBLINGUAL TAB.,6,CAPS-TABS
DIOSED-C 20 TAB.,14.4,CAPS-TABS
DIOSMIN PLUS 500MG 30 TAB.,45,CAPS-TABS
DIOVEN 500MG 20 SUGAR F.C. TABS.,18,CAPS-TABS
DISFLATYL 30 CHEWABLE TAB.,33,CAPS-TABS
DISPERCAM 10MG 20 DISP. TAB,8.6,CAPS-TABS
DISPERCAM 20MG 10 DISP. TAB,8.45,CAPS-TABS
DISPRELONE-D 20MG 20DISPERSABLE TAB.,54,CAPS-TABS
DIVAKOTE 500MG E.R. 20 TAB.,63,CAPS-TABS
DIVIDO 75MG DUAL RELEASE 30CAPS..,63,CAPS-TABS
DOGMATIL 50MG 30CAPS,27,CAPS-TABS
DOGMATIL FORT 200MG TAB,16.5,CAPS-TABS
DOLABACTIN 400 MG 5 F.C. TAB.,40.5,CAPS-TABS
DOLCYL 2MG 30 TABLET,19.5,CAPS-TABS
DOLCYL 3MG 30TABLET,24,CAPS-TABS
DOLCYL 4MG 30 TAB.,24,CAPS-TABS
DOLCYL 6MG 30 TAB.,30,CAPS-TABS
DOLIPRANE 1000 مستورد 8 TAB,9.5,CAPS-TABS
DOLIPRANE 1GM  15 TAB.,18,CAPS-TABS
DOLO-D 20 TAB.,16.5,CAPS-TABS
DOLO-D PLUS 20 TAB.,16.5,CAPS-TABS
DOLPHIN K 50MG 20 TAB,18,CAPS-TABS
DOLPHIN K 75MG 20 CAPS,25.5,CAPS-TABS
DONHIMER 5MG 30 F.C.TAB.,195,CAPS-TABS
DONIFOXATE 40 MG 30 TABS.,73.25,CAPS-TABS
DONIFOXATE 80 MG 30 TABS,85.75,CAPS-TABS
DOPAMINECT 1 MG 20 TAB.,108,CAPS-TABS
DORMIVAL CAPS.,12,CAPS-TABS
DOROFEN 30 CAPS.,56.25,CAPS-TABS
DOSIN 1MG 20 TAB.,12,CAPS-TABS
DOSIN 4MG 20 TAB.,27,CAPS-TABS
DOSTINEX 0.5MG 2 TAB.,91,CAPS-TABS
DOWNOPRAZOL 20MG 14 CAPS.,38,CAPS-TABS
DOWNOPRAZOL 40MG 14 CAPS.,45,CAPS-TABS
DOXIRAZOL 30 MG 14 CAPS.,44.25,CAPS-TABS
DOXIRAZOL 60 MG 14 CAPS.,72.75,CAPS-TABS
DOXIUM 500MG 30 CAPS.,72.5,CAPS-TABS
DOXYCOST 200MG 10 TABS.,23,CAPS-TABS
DOXYMYCIN 100MG 10 CAPS.,12,CAPS-TABS
DRAMENEX 50MG 20 TAB,10.5,CAPS-TABS
DULCADA 20 CHEW. TABS,43,CAPS-TABS
DULOXEPRIN 30 MG 28 CAPS,120,CAPS-TABS
DULOXEPRIN 60 MG 28 CAPS,139,CAPS-TABS
DUODART 0.5/0.4MG 30 CAP.,271,CAPS-TABS
DUPHASTON 10MG 60 TAB.,152,CAPS-TABS
DURAZAC 90MG  4CAPS,48,CAPS-TABS
DURICEF 1 GM 8 F.C. TAB.,22.5,CAPS-TABS
DURICEF 500MG 12 CAP,33.75,CAPS-TABS
DURJOY 60 MG 3 TAB,45,CAPS-TABS
DUSPATALIN RETARD 200MG 30 CAPS,64.5,CAPS-TABS
EBASTEL 10MG TAB.,12,CAPS-TABS
EBASTINE-BORG 10MG F.C. TABS.,12,CAPS-TABS
EDEMEX 1MG 20 TAB.,6.5,CAPS-TABS
EDUROPAN 8MG 20TAB,21,CAPS-TABS
EFALEX  30 CAP,48,CAPS-TABS
EFFOX 20MG 20 TAB.,10,CAPS-TABS
EGYCUSATE PLUS  CAPS,22.5,CAPS-TABS
EGYGASTREAZ 500 MG 20 tab,28.5,CAPS-TABS
EGYPRO 5 MG 30TAB.,22.5,CAPS-TABS
ELEVIT PRONATAL 30TAB,114,CAPS-TABS
ELIMBOSIS 5 MG 30 TABS.,269.25,CAPS-TABS
ELIQUIS 2.5 MG 20 TABS.,276,CAPS-TABS
ELONDA 0.5 MG 2 TABS,67.5,CAPS-TABS
ELTROXIN 100MCG TAB.,60,CAPS-TABS
ELTROXIN 50MCG 100 TAB,40,CAPS-TABS
EMETREX 20 TAB.,17,CAPS-TABS
E-MOX 500MG 16 CAPS.,15.6,CAPS-TABS
E-MOXCLAV 1g 10f.c.tab.,50.25,CAPS-TABS
ENNERVITA 14 CAP.,27,CAPS-TABS
ENRICH PLUS 14 CAPS.,13,CAPS-TABS
ENTOCID H 20 TAB.,8,CAPS-TABS
EPICOFLOCIN 200 MG F.C.TAB.,18,CAPS-TABS
EPICOTIL 20MG 10 TAB.,21.25,CAPS-TABS
EPIFENAC 50MG 20 TAB.,13.5,CAPS-TABS
EPILAT RETARD 20MG SR. 20 TAB.,7.2,CAPS-TABS
EPINOR 400MG 14 TAB.,21.6,CAPS-TABS
EPIQUANTEL 600 TABS,7,CAPS-TABS
EPIRAZOLE 20MG  14CAPS.,44,CAPS-TABS
EPIRIZINE 10mg tab.,9,CAPS-TABS
EPIROVASTIN 10 MG 7 TAB,12.75,CAPS-TABS
EPIROVASTIN 20 MG 7 TAB,20.75,CAPS-TABS
EPIZITHRO 500 MG 3 CAPS.,21.5,CAPS-TABS
ERASTAPEX 20MG 30 TAB,42,CAPS-TABS
ERASTAPEX 40MG 30 TAB,57,CAPS-TABS
ERASTAPEX CO 5/20MG 30 TAB,63,CAPS-TABS
ERASTAPEX PLUS 20/12.5MG 30 TAB,46.5,CAPS-TABS
ERASTAPEX PLUS 40/12.5MG 30 TAB,57,CAPS-TABS
ERASTAPEX TRIO 10/40/25MG 30 TAB,90,CAPS-TABS
ERASTAPEX TRIO 5/20/12.5MG 30TABS,63,CAPS-TABS
EREC 100MG 12 TAB,64.8,CAPS-TABS
ESCITA 10MG 14 F.C.TAB.,77,CAPS-TABS
ESCITAPRAM 20MG F.C. TABS.,40,CAPS-TABS
ESLIZEPINE 400MG 20 TAB,208,CAPS-TABS
ESMATAC 20MG 7 CAPS.,21,CAPS-TABS
ESMATAC 40MG 14 CAPS.,42,CAPS-TABS
ESMOPUMP 40MG 14 TABS.,66,CAPS-TABS
ESMORAP 20MG 14 TAB.,39,CAPS-TABS
ESMORAP 40MG 14 TAB.,72,CAPS-TABS
ESOMELADAN 40 MG 20 ENTERIC COATED TAB.,69,CAPS-TABS
ESOMELODAN 20MG 20 ENTERIC COATED TAB.,63,CAPS-TABS
ESOMEPEX 40 MG 14 TABS,80,CAPS-TABS
ESOMIUM 40MG 14 CAP,120,CAPS-TABS
ESTERO-MAP 20MG F.C. TAB.,70,CAPS-TABS
ESTIKAN 20MG 14 F.C.TAB.,60,CAPS-TABS
ESTOHALT 40MG  CAP,39.75,CAPS-TABS
EUCARBON 30 TAB.,36,CAPS-TABS
EUROCOX 200MG TAB.,30,CAPS-TABS
EUROZOLE 500MG TAB.,9,CAPS-TABS
EUTHYROX 100MCG 50 TAB,70,CAPS-TABS
EUTHYROX 25MCG 100 TAB,30,CAPS-TABS
EUTHYROX 50MCG 100 TAB,45,CAPS-TABS
EUTHYROX 50MCG 50 TAB,22.5,CAPS-TABS
EVACULAX  20 CAP,36,CAPS-TABS
EVASTINE 10mg f.c.tab.,28.8,CAPS-TABS
EXAMIDE 10MG 30 TAB,63,CAPS-TABS
EXAMIDE 20MG 20 TAB.,60,CAPS-TABS
EXAMIDE 5MG 30 TAB.,33.75,CAPS-TABS
EXFORGE 10MG/160MG 14 TAB.,106.5,CAPS-TABS
EXFORGE 5MG/160MG 14 TAB,106.5,CAPS-TABS
EXFORGE HCT 10MG/160MG/25MG 14 TAB,115,CAPS-TABS
EXFORGE HCT 5MG/160MG/12.5MG 14 TAB,115,CAPS-TABS
EZACARD 75MG 30 ENTERIC COATED TAB.,20.25,CAPS-TABS
EZAPRIL 20 MG 20 TAB,25.5,CAPS-TABS
EZAPRIL-CO 20/12.5MG 20 TAB,27,CAPS-TABS
EZOGAST 40MG 14 CAP,80,CAPS-TABS
FAM 10MG 20 TAB.,21,CAPS-TABS
FAMOTAK 20MG 20 F.C.TAB.,11,CAPS-TABS
FAMOTAK 40MG 20TAB,21,CAPS-TABS
FAMOTIN 20MG 20 TAB.,11,CAPS-TABS
FAMOTIN 40MG 20 TAB.,21,CAPS-TABS
FARCOLIN 2MG 20 TAB.,5.25,CAPS-TABS
FARCOTILIUM 10MG 24 CAPS.,7.75,CAPS-TABS
FARCOVIT B12 30CAPS.,13.5,CAPS-TABS
FARORECTA 10MG 4 TABS,24,CAPS-TABS
FAROVIGA 100   TABS,54,CAPS-TABS
FAROVIGA 100 MG 8 TABS,36,CAPS-TABS
FASTCURE 20MG 14 CAPS.,28.8,CAPS-TABS
FASTCURE 40MG 14 TAB,36,CAPS-TABS
FASTEL 120MG 10 TAB,15,CAPS-TABS
FASTEL 180MG 10 TAB,16.5,CAPS-TABS
FATTACHE 20 CAP,60,CAPS-TABS
FATTACHE GUIDE 30 TAB,79,CAPS-TABS
FEBUMAGICTAM 80 MG 30 TAB,81,CAPS-TABS
FEBURIC 120MG 10 TAB,33.6,CAPS-TABS
FEBURIC 80MG 30 TAB,81,CAPS-TABS
FELDENE 10MG CAPS.,26.25,CAPS-TABS
FELDENE 20 MG 10 DISPERSIBLE TAB.,28,CAPS-TABS
FELDENE 20MG 10 CAPS.,26.25,CAPS-TABS
FEMOGESAL  0.03/0.075MG  21TAB,27,CAPS-TABS
FEMROSE 30 CAP,76,CAPS-TABS
FERITIN 24 CHEW. TABS.,54,CAPS-TABS
FERNILAR  5MG 20 F.C.TAB.,18,CAPS-TABS
FEROGLOBIN 30  CAP,66,CAPS-TABS
FEROSE-F CHEWABLE 30 TAB.,42,CAPS-TABS
FERRO TONIC 24  TABS,50,CAPS-TABS
FERRO-6 SOFT GELATIN CAPS.,15.75,CAPS-TABS
FERRODUONAL 30  CAP,48,CAPS-TABS
FERROFOL 30 CAPS.,6,CAPS-TABS
FERROFOLVIT-Z 30 CAP.,18.5,CAPS-TABS
FERROTRON 30 CAPS.,80.5,CAPS-TABS
FEWMIG 20 CAP,16.8,CAPS-TABS
FEXON 180MG F.C.TAB.,15,CAPS-TABS
FINASTURA   5MG    30TAB,63,CAPS-TABS
FLADAZOLE 500MG 4 TAB.,11,CAPS-TABS
FLAGENTYL 500MG F.C. TABS.,21.6,CAPS-TABS
FLAGYL 250MG 20 TAB.,11.25,CAPS-TABS
FLAGYL 500 MG 20 TAB.,12,CAPS-TABS
FLAMIFAST 50 MG 30 TABS.,36,CAPS-TABS
FLAMOTAL 400 MG 30 F.C. TAB.,22.5,CAPS-TABS
FLAMOTAL 600 MG 20 F.C.TAB.,18,CAPS-TABS
FLAZACOR 30MG 10 TAB,49,CAPS-TABS
FLAZACOR 6MG 10 TAB,15,CAPS-TABS
FLECTOR 50 MG 30 CAPS.,38.25,CAPS-TABS
FLEXILAX 30 TAB,34.5,CAPS-TABS
FLEXPRO EXTRA 20 F.C.TAB.,18,CAPS-TABS
FLOPADEX 8 MG 30 CAPS.,105,CAPS-TABS
FLOTAC 75 MG 20 CAPS.,45,CAPS-TABS
FLOXABACT 500MG 10  TABS,40,CAPS-TABS
FLOXABACT 500MG 5 TAB.,40,CAPS-TABS
FLOXAMO 1 GM 16 TAB,36,CAPS-TABS
FLUB 100MG 6 TAB.,6.5,CAPS-TABS
FLUCORAL 150 MG 2 CAPS.,24,CAPS-TABS
FLUMOX 1 GM 15 TABS.,42.75,CAPS-TABS
FLUMOX 250 MG 12 CAPS.,14.25,CAPS-TABS
FLUMOX 500 MG 16 CAPS.,32.5,CAPS-TABS
FLUNZAPINE 12/25 MG 20 CAPS.,60,CAPS-TABS
FLUREST N 20 TAB,9,CAPS-TABS
FLUROFLOX 400MG 5 TAB,40.5,CAPS-TABS
FLUVER 100MG 6 TAB.,6.5,CAPS-TABS
FLUVERMAL 100 MG 18 TAB.,27,CAPS-TABS
FOLEX 24 CHEW. TABS.,30,CAPS-TABS
